R,1216,
R,512,
R,1216,
R,1088,
W,1216,20
R,1152,
R,1216,
W,1184,17
R,544,
R,1184,
R,1216,
R,1184,
R,640,
W,544,15
R,1216,
R,544,
R,1216,
R,1088,
W,1216,21
R,1152,
R,1216,
W,1184,18
R,576,
R,1184,
R,1216,
R,1184,
R,672,
W,576,6
R,1216,
R,576,
R,1216,
R,1088,
W,1216,22
R,1216,
R,1088,
W,1216,23
R,1216,
R,1088,
W,1216,24
R,1152,
R,1216,
W,1184,19
R,608,
R,1184,
R,1216,
R,1184,
R,768,
W,608,13
R,1216,
R,608,
R,1216,
R,1088,
W,1216,25
R,1152,
R,1216,
W,1184,20
R,640,
R,1184,
R,1216,
R,1184,
R,800,
W,640,1
R,1216,
R,640,
R,1216,
R,1088,
W,1216,26
R,1216,
R,1088,
W,1216,27
R,1216,
R,1088,
W,1216,28
R,1184,
R,672,
W,1248,23
R,1184,
R,928,
W,672,22
W,928,23
R,1248,
R,1184,
W,1120,21
R,1056,
R,1088,
R,640,
W,1152,1
R,1056,
W,1184,-1
R,1056,
W,1216,0
R,1216,
R,1088,
W,1216,0
R,1216,
R,1088,
W,1216,1
R,1216,
R,1088,
W,1216,2
R,1216,
R,1088,
W,1216,3
R,1216,
R,1088,
W,1216,4
R,1216,
R,1088,
W,1216,5
R,1216,
R,1088,
W,1216,6
R,1216,
R,1088,
W,1216,7
R,1216,
R,1088,
W,1216,8
R,1216,
R,1088,
W,1216,9
R,1216,
R,1088,
W,1216,10
R,1216,
R,1088,
W,1216,11
R,1216,
R,1088,
W,1216,12
R,1216,
R,1088,
W,1216,13
R,1216,
R,1088,
W,1216,14
R,1216,
R,1088,
W,1216,15
R,1216,
R,1088,
W,1216,16
R,1216,
R,1088,
W,1216,17
R,1216,
R,1088,
W,1216,18
R,1216,
R,1088,
W,1216,19
R,1184,
R,0,
W,1248,12
R,1184,
R,640,
W,0,1
W,640,12
R,1248,
R,1184,
W,1120,0
R,1056,
R,1088,
R,640,
W,1152,12
R,1056,
W,1184,0
R,1056,
W,1216,1
R,1216,
R,1088,
W,1216,1
R,1152,
R,1216,
W,1184,1
R,32,
R,1184,
R,1216,
R,1184,
R,32,
W,32,7
R,1216,
R,32,
R,1216,
R,1088,
W,1216,2
R,1216,
R,1088,
W,1216,3
R,1152,
R,1216,
W,1184,2
R,64,
R,1184,
R,1216,
R,1184,
R,96,
W,64,3
R,1216,
R,64,
R,1216,
R,1088,
W,1216,4
R,1152,
R,1216,
W,1184,3
R,96,
R,1184,
R,1216,
R,1184,
R,128,
W,96,10
R,1216,
R,96,
R,1216,
R,1088,
W,1216,5
R,1216,
R,1088,
W,1216,6
R,1152,
R,1216,
W,1184,4
R,128,
R,1184,
R,1216,
R,1184,
R,192,
W,128,5
R,1216,
R,128,
R,1216,
R,1088,
W,1216,7
R,1152,
R,1216,
W,1184,5
R,160,
R,1184,
R,1216,
R,1184,
R,224,
W,160,8
R,1216,
R,160,
R,1216,
R,1088,
W,1216,8
R,1216,
R,1088,
W,1216,9
R,1216,
R,1088,
W,1216,10
R,1152,
R,1216,
W,1184,6
R,192,
R,1184,
R,1216,
R,1184,
R,320,
W,192,9
R,1216,
R,192,
R,1216,
R,1088,
W,1216,11
R,1216,
R,1088,
W,1216,12
R,1152,
R,1216,
W,1184,7
R,224,
R,1184,
R,1216,
R,1184,
R,384,
W,224,4
R,1216,
R,224,
R,1216,
R,1088,
W,1216,13
R,1152,
R,1216,
W,1184,8
R,256,
R,1184,
R,1216,
R,1184,
R,416,
W,256,2
R,1216,
R,256,
R,1216,
R,1088,
W,1216,14
R,1216,
R,1088,
W,1216,15
R,1216,
R,1088,
W,1216,16
R,1152,
R,1216,
W,1184,9
R,288,
R,1184,
R,1216,
R,1184,
R,512,
W,288,11
R,1216,
R,288,
R,1216,
R,1088,
W,1216,17
R,1216,
R,1088,
W,1216,18
R,1152,
R,1216,
W,1184,10
R,320,
R,1184,
R,1216,
R,1184,
R,576,
W,320,6
R,1216,
R,320,
R,1216,
R,1088,
W,1216,19
R,1184,
R,352,
W,1248,16
R,1184,
R,640,
W,352,12
W,640,16
R,1248,
R,1184,
W,1120,11
R,1056,
R,1088,
R,320,
W,1152,6
R,1056,
W,1184,0
R,1056,
W,1216,1
R,1216,
R,1088,
W,1216,1
R,1216,
R,1088,
W,1216,2
R,1152,
R,1216,
W,1184,1
R,32,
R,1184,
R,1216,
R,1184,
R,64,
W,32,3
R,1216,
R,32,
R,1216,
R,1088,
W,1216,3
R,1216,
R,1088,
W,1216,4
R,1152,
R,1216,
W,1184,2
R,64,
R,1184,
R,1216,
R,1184,
R,128,
W,64,5
R,1216,
R,64,
R,1216,
R,1088,
W,1216,5
R,1216,
R,1088,
W,1216,6
R,1216,
R,1088,
W,1216,7
R,1152,
R,1216,
W,1184,3
R,96,
R,1184,
R,1216,
R,1184,
R,224,
W,96,4
R,1216,
R,96,
R,1216,
R,1088,
W,1216,8
R,1152,
R,1216,
W,1184,4
R,128,
R,1184,
R,1216,
R,1184,
R,256,
W,128,2
R,1216,
R,128,
R,1216,
R,1088,
W,1216,9
R,1184,
R,160,
W,1248,8
R,1184,
R,320,
W,160,6
W,320,8
R,1248,
R,1184,
W,1120,5
R,1056,
R,1088,
R,128,
W,1152,2
R,1056,
W,1184,0
R,1056,
W,1216,1
R,1216,
R,1088,
W,1216,1
R,1216,
R,1088,
W,1216,2
R,1216,
R,1088,
W,1216,3
R,1184,
R,32,
W,1248,3
R,1184,
R,128,
W,32,2
W,128,3
R,1248,
R,1184,
W,1120,1
R,1056,
R,1088,
R,128,
W,1152,3
R,1056,
W,1184,1
R,1056,
W,1216,2
R,1216,
R,1088,
W,1216,2
R,1216,
R,1088,
W,1216,3
R,1184,
R,64,
W,1248,5
R,1184,
R,128,
W,64,3
W,128,5
R,1248,
R,1184,
W,1120,2
R,1056,
R,1088,
R,128,
W,1152,5
R,1056,
W,1184,2
R,1056,
W,1216,3
R,1216,
R,1088,
W,1216,3
R,1152,
R,1216,
W,1184,3
R,96,
R,1184,
R,1216,
R,1184,
R,96,
W,96,4
R,1216,
R,96,
R,1184,
R,128,
W,1248,5
R,1184,
R,128,
W,128,5
W,128,5
R,1248,
R,1184,
W,1120,4
R,1056,
R,1088,
R,320,
W,1152,8
R,1056,
W,1184,5
R,1056,
W,1216,6
R,1216,
R,1088,
W,1216,6
R,1216,
R,1088,
W,1216,7
R,1216,
R,1088,
W,1216,8
R,1152,
R,1216,
W,1184,6
R,192,
R,1184,
R,1216,
R,1184,
R,256,
W,192,7
R,1216,
R,192,
R,1216,
R,1088,
W,1216,9
R,1184,
R,224,
W,1248,10
R,1184,
R,320,
W,224,8
W,320,10
R,1248,
R,1184,
W,1120,7
R,1056,
R,1088,
R,320,
W,1152,10
R,1056,
W,1184,7
R,1056,
W,1216,8
R,1216,
R,1088,
W,1216,8
R,1152,
R,1216,
W,1184,8
R,256,
R,1184,
R,1216,
R,1184,
R,256,
W,256,9
R,1216,
R,256,
R,1216,
R,1088,
W,1216,9
R,1184,
R,288,
W,1248,11
R,1184,
R,320,
W,288,10
W,320,11
R,1248,
R,1184,
W,1120,9
R,1056,
R,1088,
R,640,
W,1152,16
R,1056,
W,1184,11
R,1056,
W,1216,12
R,1216,
R,1088,
W,1216,12
R,1152,
R,1216,
W,1184,12
R,384,
R,1184,
R,1216,
R,1184,
R,384,
W,384,14
R,1216,
R,384,
R,1216,
R,1088,
W,1216,13
R,1216,
R,1088,
W,1216,14
R,1216,
R,1088,
W,1216,15
R,1216,
R,1088,
W,1216,16
R,1216,
R,1088,
W,1216,17
R,1152,
R,1216,
W,1184,13
R,416,
R,1184,
R,1216,
R,1184,
R,544,
W,416,15
R,1216,
R,416,
R,1216,
R,1088,
W,1216,18
R,1216,
R,1088,
W,1216,19
R,1152,
R,1216,
W,1184,14
R,448,
R,1184,
R,1216,
R,1184,
R,608,
W,448,13
R,1216,
R,448,
R,1184,
R,480,
W,1248,20
R,1184,
R,640,
W,480,16
W,640,20
R,1248,
R,1184,
W,1120,15
R,1056,
R,1088,
R,448,
W,1152,13
R,1056,
W,1184,11
R,1056,
W,1216,12
R,1216,
R,1088,
W,1216,12
R,1216,
R,1088,
W,1216,13
R,1184,
R,384,
W,1248,14
R,1184,
R,448,
W,384,13
W,448,14
R,1248,
R,1184,
W,1120,12
R,1056,
R,1088,
R,448,
W,1152,14
R,1056,
W,1184,12
R,1056,
W,1216,13
R,1216,
R,1088,
W,1216,13
R,1184,
R,416,
W,1248,15
R,1184,
R,448,
W,416,14
W,448,15
R,1248,
R,1184,
W,1120,13
R,1056,
R,1088,
R,640,
W,1152,20
R,1056,
W,1184,15
R,1056,
W,1216,16
R,1216,
R,1088,
W,1216,16
R,1216,
R,1088,
W,1216,17
R,1152,
R,1216,
W,1184,16
R,512,
R,1184,
R,1216,
R,1184,
R,544,
W,512,17
R,1216,
R,512,
R,1216,
R,1088,
W,1216,18
R,1152,
R,1216,
W,1184,17
R,544,
R,1184,
R,1216,
R,1184,
R,576,
W,544,18
R,1216,
R,544,
R,1216,
R,1088,
W,1216,19
R,1152,
R,1216,
W,1184,18
R,576,
R,1184,
R,1216,
R,1184,
R,608,
W,576,19
R,1216,
R,576,
R,1184,
R,608,
W,1248,21
R,1184,
R,640,
W,608,20
W,640,21
R,1248,
R,1184,
W,1120,19
R,1056,
R,1088,
R,576,
W,1152,19
R,1056,
W,1184,15
R,1056,
W,1216,16
R,1216,
R,1088,
W,1216,16
R,1152,
R,1216,
W,1184,16
R,512,
R,1184,
R,1216,
R,1184,
R,512,
W,512,17
R,1216,
R,512,
R,1216,
R,1088,
W,1216,17
R,1152,
R,1216,
W,1184,17
R,544,
R,1184,
R,1216,
R,1184,
R,544,
W,544,18
R,1216,
R,544,
R,1184,
R,576,
W,1248,19
R,1184,
R,576,
W,576,19
W,576,19
R,1248,
R,1184,
W,1120,18
R,1056,
R,1088,
R,544,
W,1152,18
R,1056,
W,1184,15
R,1056,
W,1216,16
R,1216,
R,1088,
W,1216,16
R,1152,
R,1216,
W,1184,16
R,512,
R,1184,
R,1216,
R,1184,
R,512,
W,512,17
R,1216,
R,512,
R,1184,
R,544,
W,1248,18
R,1184,
R,544,
W,544,18
W,544,18
R,1248,
R,1184,
W,1120,17
R,1056,
R,1088,
R,928,
W,1152,23
R,1056,
W,1184,21
R,1056,
W,1216,22
R,1216,
R,1088,
W,1216,22
R,1216,
R,1088,
W,1216,23
R,1216,
R,1088,
W,1216,24
R,1216,
R,1088,
W,1216,25
R,1216,
R,1088,
W,1216,26
R,1216,
R,1088,
W,1216,27
R,1216,
R,1088,
W,1216,28
R,1184,
R,704,
W,1248,28
R,1184,
R,928,
W,704,23
W,928,28
R,1248,
R,1184,
W,1120,22
R,1056,
R,1088,
R,928,
W,1152,28
R,1056,
W,1184,22
R,1056,
W,1216,23
R,1216,
R,1088,
W,1216,23
R,1216,
R,1088,
W,1216,24
R,1216,
R,1088,
W,1216,25
R,1152,
R,1216,
W,1184,23
R,736,
R,1184,
R,1216,
R,1184,
R,800,
W,736,25
R,1216,
R,736,
R,1216,
R,1088,
W,1216,26
R,1152,
R,1216,
W,1184,24
R,768,
R,1184,
R,1216,
R,1184,
R,832,
W,768,24
R,1216,
R,768,
R,1216,
R,1088,
W,1216,27
R,1152,
R,1216,
W,1184,25
R,800,
R,1184,
R,1216,
R,1184,
R,864,
W,800,27
R,1216,
R,800,
R,1216,
R,1088,
W,1216,28
R,1152,
R,1216,
W,1184,26
R,832,
R,1184,
R,1216,
R,1184,
R,896,
W,832,26
R,1216,
R,832,
R,1184,
R,864,
W,1248,30
R,1184,
R,928,
W,864,28
W,928,30
R,1248,
R,1184,
W,1120,27
R,1056,
R,1088,
R,832,
W,1152,26
R,1056,
W,1184,22
R,1056,
W,1216,23
R,1216,
R,1088,
W,1216,23
R,1152,
R,1216,
W,1184,23
R,736,
R,1184,
R,1216,
R,1184,
R,736,
W,736,25
R,1216,
R,736,
R,1216,
R,1088,
W,1216,24
R,1152,
R,1216,
W,1184,24
R,768,
R,1184,
R,1216,
R,1184,
R,768,
W,768,24
R,1216,
R,768,
R,1216,
R,1088,
W,1216,25
R,1184,
R,800,
W,1248,27
R,1184,
R,832,
W,800,26
W,832,27
R,1248,
R,1184,
W,1120,25
R,1056,
R,1088,
R,768,
W,1152,24
R,1056,
W,1184,22
R,1056,
W,1216,23
R,1216,
R,1088,
W,1216,23
R,1184,
R,736,
W,1248,25
R,1184,
R,768,
W,736,24
W,768,25
R,1248,
R,1184,
W,1120,23
R,1056,
R,1088,
R,928,
W,1152,30
R,1056,
W,1184,27
R,1056,
W,1216,28
R,1216,
R,1088,
W,1216,28
R,1152,
R,1216,
W,1184,28
R,896,
R,1184,
R,1216,
R,1184,
R,896,
W,896,29
R,1216,
R,896,
R,1184,
R,928,
W,1248,30
R,1184,
R,928,
W,928,30
W,928,30
R,1248,
R,1184,
W,1120,29
